pop_cat,offer_cat,mode,time,Akaki Kality,Nifas Silk Lafto,Kolfe Keraniyo,Bole,Lideta,Kirkos,Yeka,Addis Ketema,Arada,Gulele,Lemi Kura
elderly,amenity_marketplace,drive,300s,,,,1925.978439,1146.805162,163.25739099999998,1306.841516,4774.087395,3323.0104029999998,4148.021982,105.062826
total,amenity_marketplace,drive,600s,,,,109210.85398000001,117284.62122500001,85761.59320999999,86264.90655,287172.08524499997,212475.56433100003,265558.743132,28781.726820000003
men,amenity_marketplace,drive,600s,,,,51328.16282,55931.254525,40126.367545,40221.192395,140069.54853200002,99658.979198,128320.910417,13509.038095
women,amenity_marketplace,drive,600s,,,,57882.69116,61353.36670000001,45635.225665,46043.714155,147102.539548,112816.58514000001,137237.832736,15272.688725
youth,amenity_marketplace,drive,600s,,,,32072.110571999998,34555.34863000001,24954.919317999997,24053.704527,88742.98202499999,62729.45187,76406.449414,8380.180116
children_u5,amenity_marketplace,drive,600s,,,,8591.035372,6622.263414999999,4874.953653999999,6491.481653999999,17496.664816999997,11423.578142,18728.641329000002,2248.5396359999995
women_rep,amenity_marketplace,drive,600s,,,,39554.761172000006,40338.25974,30959.161125,30660.322916999998,95844.42215500001,76096.82076799999,90205.24285800001,10391.492916000003
elderly,amenity_marketplace,drive,600s,,,,4391.834172000001,7641.8003499999995,5387.5344700000005,4476.424383999999,16910.605181,13661.219518999998,14825.680907,1213.2357860000002
total,amenity_marketplace,drive,900s,,8206.735217000001,1261.149903,147866.153283,206473.71816,235094.183118,143079.38501500004,494083.060138,313040.99605899997,391144.396919,74553.501321
men,amenity_marketplace,drive,900s,,3864.7421539999996,602.872072,69496.159204,98513.846945,109989.69554300001,66721.63758,241005.86959999998,146797.787219,189023.16008900004,34966.704327
women,amenity_marketplace,drive,900s,,4341.993063000001,658.277832,78369.994079,107959.871253,125104.487575,76357.747435,253077.19528100002,166243.20884699997,202121.236854,39586.796994000004
youth,amenity_marketplace,drive,900s,,2336.3213429999996,373.308906,43420.933293,60843.710741999996,68411.42190999999,39974.432003999995,152174.08823899998,92361.065595,112618.44331199997,21604.290597
children_u5,amenity_marketplace,drive,900s,,660.899924,71.19869,11632.614917999997,11756.79494,13258.524723999999,10632.613724999997,30783.001679999998,16892.517922,27325.567475000003,5802.210980999999
women_rep,amenity_marketplace,drive,900s,,2891.555,432.0962239999999,53551.766938000015,70960.19612899999,84870.67366299998,50861.39187399999,164721.360824,112126.902931,132962.117766,26870.271147000003
elderly,amenity_marketplace,drive,900s,,341.234001,82.07939100000002,5946.683934,13363.227195,14867.17371,7514.88099,28570.825998,20089.897767,22107.895614,3222.2244810000007
total,amenity_food_court,drive,300s,,22250.47044,,,,,,,,,
men,amenity_food_court,drive,300s,,10481.00592,,,,,,,,,
women,amenity_food_court,drive,300s,,11769.46452,,,,,,,,,
youth,amenity_food_court,drive,300s,,6316.504919999999,,,,,,,,,
children_u5,amenity_food_court,drive,300s,,1804.0519199999999,,,,,,,,,
women_rep,amenity_food_court,drive,300s,,7819.52952,,,,,,,,,
elderly,amenity_food_court,drive,300s,,919.4724000000001,,,,,,,,,
total,amenity_food_court,drive,600s,,75398.753241,,,,,,,,,
men,amenity_food_court,drive,600s,,35516.317788,,,,,,,,,
women,amenity_food_court,drive,600s,,39882.435453,,,,,,,,,
youth,amenity_food_court,drive,600s,,21404.338263,,,,,,,,,
children_u5,amenity_food_court,drive,600s,,6113.275938000001,,,,,,,,,
women_rep,amenity_food_court,drive,600s,,26497.542078000006,,,,,,,,,
elderly,amenity_food_court,drive,600s,,3115.7576100000006,,,,,,,,,
total,amenity_food_court,drive,900s,,188471.48861599996,5240.562033,,,,,,,,
men,amenity_food_court,drive,900s,,88804.414085,2504.0324849999997,,,,,,,,
women,amenity_food_court,drive,900s,,99667.074531,2736.529548,,,,,,,,
youth,amenity_food_court,drive,900s,,53494.580574,1475.1388769999999,,,,,,,,
children_u5,amenity_food_court,drive,900s,,15304.113989000001,456.780747,,,,,,,,
women_rep,amenity_food_court,drive,900s,,66192.636875,1783.036005,,,,,,,,
elderly,amenity_food_court,drive,900s,,7775.577573,198.850419,,,,,,,,
total,shop_coffee,drive,300s,,,,38994.638175,,49971.107922999996,194.003175,,46902.73907200001,,12158.090838000002
men,shop_coffee,drive,300s,,,,18327.144825,,23379.403091,91.179825,,21990.907819000004,,5712.200631
women,shop_coffee,drive,300s,,,,20667.49335,,26591.704832,102.82335,,24911.831253,,6445.8902069999995
youth,shop_coffee,drive,300s,,,,11451.612194999998,,14543.521886999999,56.973195,,13855.761665999999,,3562.5284459999993
children_u5,shop_coffee,drive,300s,,,,3067.500195,,2816.806081,15.261194999999999,,2505.658228,,954.696798
women_rep,shop_coffee,drive,300s,,,,14123.354445000003,,18041.346755000006,70.265445,,16809.667826,,4399.880346000001
elderly,shop_coffee,drive,300s,,,,1568.1406950000003,,3160.2567839999992,7.8016950000000005,,3023.4779679999997,,495.07804799999997
total,shop_coffee,drive,600s,,,,115082.68341,164.826836,178707.736266,41031.263121,,207019.277122,40511.723324000006,47910.16903600001
men,shop_coffee,drive,600s,,,,54087.87219000001,77.111012,83608.388042,19150.564463000002,,97056.95747600001,19548.652272,22488.217881999997
women,shop_coffee,drive,600s,,,,60994.81122,87.715824,95099.348224,21880.698658,,109962.31964600002,20963.071052000003,25421.951154000002
youth,shop_coffee,drive,600s,,,,33796.499274,47.965284,52001.643714,11558.112753000001,,61053.280187,11685.074996000001,13953.753372
children_u5,shop_coffee,drive,600s,,,,9052.940873999998,9.242892,10083.089785999999,2943.8995099999997,,11187.944345,2753.504781,3743.8059159999993
women_rep,shop_coffee,drive,600s,,,,41681.461974,59.50586,64515.628406,14607.021333,,74172.889597,13829.960356000001,17299.573172
elderly,shop_coffee,drive,600s,,,,4627.965474,10.473688,11297.732317999998,2207.420287,,13275.485558999999,2356.6324890000005,2016.407416
total,shop_coffee,drive,900s,,6401.2730409999995,,151406.758585,36375.946464,300457.38613400003,141374.32358,31730.475363999998,308963.63598,112394.330874,105596.11038499998
men,shop_coffee,drive,900s,,3014.5896869999997,,71159.96428,17309.960678,140568.75451600002,65927.552386,15435.334039000001,144885.383411,54246.874347000004,49511.25938
women,shop_coffee,drive,900s,,3386.6833540000007,,80246.794305,19065.985785999997,159888.63161799998,75446.771194,16295.141656,164078.252576,58147.456527,56084.851005
youth,shop_coffee,drive,900s,,1820.0252129999994,,44463.018255,10712.842531,87432.021388,39500.299464,9915.756484,91152.257663,32416.925802,30540.581997
children_u5,shop_coffee,drive,900s,,514.483421,,11910.565629999996,2045.320168,16925.120797,10503.858207,1738.8991589999998,16680.202741,7646.023714,8205.349516999999
women_rep,shop_coffee,drive,900s,,2253.001539,,54836.66653,12579.356187000001,108467.642346,50255.16686399999,10686.380748000001,110664.79652900001,38356.252542,38031.512347
elderly,shop_coffee,drive,900s,,268.000357,,6088.804950000001,2365.404396,19019.462289999996,7426.305679,2017.0566229999997,19823.952380999996,6535.886412,4609.738067000001
total,shop_pastry,drive,300s,,30847.24311,26216.961668999997,16645.472415000004,40720.552063999996,1343.7922319999998,10993.184297000002,2962.327675,9840.440928,53035.874409,66917.680058
men,shop_pastry,drive,300s,,14530.48548,12692.421155,7823.228985000001,19395.969957999998,629.627964,5125.0489640000005,1439.765557,4613.393416000001,25642.804719,31229.743331
women,shop_pastry,drive,300s,,16316.75763,13524.540514,8822.24343,21324.582106,714.164268,5868.135332999999,1522.5621449999999,5227.047512,27393.06969,35687.93672700001
youth,shop_pastry,drive,300s,,8756.97273,7321.090860999999,4888.300131,11997.823650999999,392.43827500000003,3062.4912689999996,918.854133,2905.2600379999994,15288.459858,18771.665298
children_u5,shop_pastry,drive,300s,,2501.0719799999997,2433.823521,1309.410531,2291.7200080000002,84.531728,829.006757,163.815168,526.709264,3636.0794759999994,5074.28741
women_rep,shop_pastry,drive,300s,,10840.711380000002,8646.380015,6028.775181000001,14047.069690999997,485.44980899999996,3906.0396189999997,996.16344,3527.851138,18048.416387999998,23835.889798
elderly,shop_pastry,drive,300s,,1274.7231000000002,912.194217,669.385431,2650.865644,75.793672,570.308507,189.11078300000003,634.010544,3074.2596030000004,3371.34746
total,shop_pastry,drive,600s,,110330.050922,117845.96778100001,56907.598000000005,116623.06574800001,98456.26537999998,67729.288107,102370.629317,86695.54667000001,164184.73340699996,212115.34456000003
men,shop_pastry,drive,600s,,51992.038358,57045.850578000005,26746.082000000002,55585.55474099999,46064.25961500001,31579.078964,49971.5543,40653.876235,79375.56148,99077.57921
women,shop_pastry,drive,600s,,58338.012564,60800.117203,30161.516000000003,61037.511007,52392.005764999994,36150.209143,52399.076160000004,46041.67044,84809.17192800001,113037.76535000002
youth,shop_pastry,drive,600s,,31313.104602,32910.74954799999,16712.1372,34348.82909199999,28647.809943999997,18885.784455,32053.394655,25608.487580999994,47316.258921,59843.603568000006
children_u5,shop_pastry,drive,600s,,8964.756242000001,10934.111503,4476.617199999999,6583.290196000001,5575.72332,5097.741212999999,5760.934481,4638.208783,11297.991681,16158.033328
women_rep,shop_pastry,drive,600s,,38738.049038000005,38877.010437000004,20611.1972,40167.659785,35541.624131,24073.299014999997,34244.328897,31068.126702999998,55861.42835500001,75710.307968
elderly,shop_pastry,drive,600s,,4548.541218,4103.830137,2288.4972000000007,7593.405314,6205.665215999999,3513.151348,6393.030239,5586.220765,9471.537075,10422.701028000001
total,shop_pastry,drive,900s,,210654.53338799998,284960.310016,115431.889125,194463.39720799998,243323.11488099996,164345.88696600002,382933.288066,251781.08398500006,252473.07036699998,312745.855684
men,shop_pastry,drive,900s,,99253.65938099999,137725.824677,54251.995875,92713.61134499998,113838.416362,76617.239297,186922.71116399998,118065.596494,121980.210165,146221.34628599996
women,shop_pastry,drive,900s,,111400.874007,147234.485339,61179.89325,101749.78586500003,129484.698519,87728.647669,196010.580968,133715.487498,130492.86022600002,166524.509398
youth,shop_pastry,drive,900s,,59791.94456999999,79844.99131400001,33899.051025,57277.199563,70805.932609,45783.707837999995,119133.19163900001,74330.91448499999,72780.17982800001,88787.367906
children_u5,shop_pastry,drive,900s,,17102.699085,25808.474637,9080.411025,10989.406731,13710.140993,12375.359461999999,22560.284571,13526.322008000001,17454.235810000002,23944.457703999997
women_rep,shop_pastry,drive,900s,,73988.470851,94393.042741,41807.939775000006,66929.156768,87842.078922,58394.580817999995,127841.60693499999,90205.924601,85916.349022,111878.414114
elderly,shop_pastry,drive,900s,,8692.263693000003,10424.148923000002,4642.008525,12659.82173,15399.860084999997,8543.461592,23123.945058,16191.055739000001,14422.778403999999,14939.077028
total,amenity_vending_machine,drive,300s,4721.647752,114.292558,,,,,,,,,
men,amenity_vending_machine,drive,300s,2310.786448,54.387982,,,,,,,,,
women,amenity_vending_machine,drive,300s,2410.8613040000005,59.904576000000006,,,,,,,,,
youth,amenity_vending_machine,drive,300s,1301.5985280000002,32.199027,,,,,,,,,
children_u5,amenity_vending_machine,drive,300s,380.7378560000001,9.253473999999999,,,,,,,,,
women_rep,amenity_vending_machine,drive,300s,1536.10512,39.38281,,,,,,,,,
elderly,amenity_vending_machine,drive,300s,219.00799999999998,4.87485,,,,,,,,,
total,amenity_vending_machine,drive,600s,29276.923429,15226.061456000001,,1020.0333300000001,,,,,,,
men,amenity_vending_machine,drive,600s,14320.74529,7192.381467999999,,480.37779500000005,,,,,,,
women,amenity_vending_machine,drive,600s,14956.178139000001,8033.679988000001,,539.655535,,,,,,,
youth,amenity_vending_machine,drive,600s,8077.127342999999,4313.362218,,298.654095,,,,,,,
children_u5,amenity_vending_machine,drive,600s,2360.1522800000002,1234.030908,,80.339215,,,,,,,
women_rep,amenity_vending_machine,drive,600s,9538.445576,5322.207068000001,,367.599525,,,,,,,
elderly,amenity_vending_machine,drive,600s,1355.6446480000002,634.7656600000001,,41.328475000000005,,,,,,,
total,amenity_vending_machine,drive,900s,55336.425117000006,78221.575028,,12165.819066000002,,,,,,,
men,amenity_vending_machine,drive,900s,27066.257342,36909.688556,,5718.995484,,,,,,,
women,amenity_vending_machine,drive,900s,28270.167775000005,41311.886472,,6446.823582000001,,,,,,,
youth,amenity_vending_machine,drive,900s,15267.597348,22177.420976999994,,3571.673112,,,,,,,
children_u5,amenity_vending_machine,drive,900s,4460.877372,6340.5493799999995,,957.1384559999998,,,,,,,
women_rep,amenity_vending_machine,drive,900s,18031.039424000002,27399.252984,,4404.090528000001,,,,,,,
elderly,amenity_vending_machine,drive,900s,2561.8824360000003,3249.943036,,489.60976800000003,,,,,,,
total,mixed_offers,drive,300s,43680.21977000001,219338.88188499998,163433.56773300003,146064.039571,256748.087865,324315.33858199994,122547.966488,394649.791547,300286.8946490001,254068.650903,212424.73480300003
men,mixed_offers,drive,300s,21374.466921999996,103365.735399,78669.76963000001,68648.985613,122124.89591499999,151730.445703,57150.943181999995,192513.446841,140818.583614,122721.85339599999,99478.45787600001
women,mixed_offers,drive,300s,22305.752848000004,115973.14648600001,84763.79812400001,77415.053958,134623.19196000003,172584.892879,65397.023306,202136.34850700002,159468.311042,131346.797531,112946.27692700003
youth,mixed_offers,drive,300s,12043.109849999999,62248.794189,46530.491689999995,42893.519127,75005.75740500001,94373.75577999999,34256.76594,121559.71434199998,88597.67552599999,73188.28199599999,60951.92115899999
children_u5,mixed_offers,drive,300s,3522.103398,17777.908437,13147.256813999998,11490.404526999997,15951.462859999998,18263.360971,9084.387915,24614.475450999995,16205.69684,17668.300058,16401.746791
women_rep,mixed_offers,drive,300s,14215.211642000002,77019.34223500002,54778.023472,52901.058817000005,88719.84582500001,117079.534304,43566.40074,131562.51274699997,107556.581588,86439.85759800002,76285.72820899998
elderly,mixed_offers,drive,300s,2025.2349580000005,9080.422301,7350.713343,5874.007539000002,15331.446305,20535.421046999996,6448.751387,22789.729115000002,19270.794291,14417.445724000001,9648.707241000002
total,mixed_offers,drive,600s,139335.18724799997,369989.62036599993,398976.85472400003,182589.83995400002,309738.5818909999,330772.40487499995,211655.31759600004,526106.7875229999,314904.803056,394618.888465,372931.954002
men,mixed_offers,drive,600s,68176.393942,174368.826749,192494.76793899995,85817.017777,147458.252699,154751.531116,98687.936978,256513.156226,147670.976983,190670.50112300002,174595.97574700002
women,mixed_offers,drive,600s,71158.793306,195620.79361699996,206482.086806,96772.82217699998,162280.32923,176020.873759,112967.38061800001,269593.636052,167233.82608,203948.38736599998,198335.97825500002
youth,mixed_offers,drive,600s,38422.798503000005,105001.70711099998,112591.971749,53616.893307,90607.803698,96252.735439,59060.18973599999,161154.65216299996,92907.407719,113592.443541,106815.124199
children_u5,mixed_offers,drive,600s,11234.233750000001,30018.285037,34332.383109,14364.362876999994,19084.526501,18628.870387,15799.708542999999,33715.470487,16997.541009,27583.074936,28753.741863999992
women_rep,mixed_offers,drive,600s,45357.240686,129900.931147,132838.461691,66125.85064700001,106851.72328199999,119410.5297,75218.357936,175290.391997,112794.083905,134161.359391,133839.241567
elderly,mixed_offers,drive,600s,6458.320726000002,15296.778609000003,16094.684412000002,7343.436145000001,18662.041942,20942.416323999994,11087.096015000001,29713.229019000002,20206.966228999998,22302.111402,17087.355718
total,mixed_offers,drive,900s,215341.728048,410400.3636769999,491719.94829000003,199275.105822,309738.5818909999,330772.40487499995,280516.88105599995,533890.186123,314904.803056,437584.5202689999,420696.51040699997
men,mixed_offers,drive,900s,105373.797848,193424.44409899996,237388.66338699998,93659.161307,147458.252699,154751.531116,130786.676248,260282.53117899998,147670.976983,211437.77048000006,196962.806514
women,mixed_offers,drive,900s,109967.93019999999,216975.91957800003,254331.28492400004,105615.944515,162280.32923,176020.873759,149730.20480800004,273607.65969900007,167233.82608,226146.74981300003,223733.703893
youth,mixed_offers,drive,900s,59374.46364,116463.82045199999,138492.349172,58516.534505999996,90607.803698,96252.735439,78225.03855599998,163325.70529199994,92907.407719,125971.04109,120512.340412
children_u5,mixed_offers,drive,900s,17364.398112000003,33295.299828,42937.086912,15676.964175,19084.526501,18628.870387,20988.601203,34441.397841,16997.541009,30537.350730000002,32441.046144999997
women_rep,mixed_offers,drive,900s,70084.03576,144072.816581,163434.69614800002,72168.48853700001,106851.72328199999,119410.5297,99677.379756,177853.741567,112794.083905,148784.85992800002,150987.502002
elderly,mixed_offers,drive,900s,9983.765156000003,16972.331488000003,19324.533609000002,8014.502259,18662.041942,20942.416323999994,14673.951175000002,29983.752626999998,20206.966228999998,24786.044718,19262.626115000003
total,unhealthy_offers,drive,300s,80646.139391,277686.35670699994,292547.92571,151930.00889299996,268037.5130689999,324078.26914899994,190740.80354,434839.65577599994,302325.674888,364119.815122,212473.710013
men,unhealthy_offers,drive,300s,39455.137925999996,130859.27599,141122.561786,71406.329141,127507.95817700001,151619.503184,88938.864051,212204.013663,141774.358232,175918.708879,99463.37387100002
women,unhealthy_offers,drive,300s,41191.001464999994,146827.080717,151425.36394500005,80523.67975200001,140529.554895,172458.765965,101801.939489,222635.646557,160551.31666299998,188201.10626700002,113010.336142
youth,unhealthy_offers,drive,300s,22243.143780000002,78808.60116299998,82614.48232499999,44615.826651,78340.40434200001,94304.33505699999,53239.077888,134745.55566199997,89198.88052899999,104822.88859199999,60814.55424899999
children_u5,unhealthy_offers,drive,300s,6501.840112,22508.426536000003,25062.400891999998,11951.888498999999,16544.598906,18250.273887000003,14223.661430999999,26211.526848999998,16316.370068999999,25444.387245,16372.880521000003
women_rep,unhealthy_offers,drive,300s,26261.443747999994,97511.60246400001,97453.06879399999,55024.899813,92600.57987700001,116993.64377199998,67789.52548799998,145084.77801500002,108286.639379,123815.74034800002,76234.35779899999
elderly,unhealthy_offers,drive,300s,3736.503704,11494.074084,11889.855381000001,6110.026615000002,16110.701964,20520.365983,9998.009753,25807.977639999997,19401.156853,20569.804733,9767.970221000001
total,unhealthy_offers,drive,600s,178099.26666899995,382540.31747199997,486588.583389,191979.59362399997,309738.5818909999,330772.40487499995,287076.95200399996,514060.02005199995,314904.803056,424078.8713739999,380004.35676800006
men,unhealthy_offers,drive,600s,87146.70499,180298.60011899998,234904.208607,90230.12130699998,147458.252699,154751.531116,133844.550574,250680.953081,147670.976983,204905.21160500002,177888.57490900002
women,unhealthy_offers,drive,600s,90952.56167899998,202241.71735300004,251684.37480300004,101749.47231700002,162280.32923,176020.873759,153232.40143000003,263379.07172600005,167233.82608,219173.65979299997,202115.78185900004
youth,unhealthy_offers,drive,600s,49109.159075999996,108556.65033599999,137059.839198,56374.39594499999,90607.803698,96252.735439,80050.77067199998,157790.59036399997,92907.407719,122089.98896,108767.151485
children_u5,unhealthy_offers,drive,600s,14360.061628000001,31035.456915,42460.142173,15103.004714999997,19084.526501,18628.870387,21482.919110999996,32597.121747999998,16997.541009,29595.723925000002,29283.152574000003
women_rep,unhealthy_offers,drive,600s,57969.77254400001,134286.32344900002,161742.99156300002,69526.69818500002,106851.72328199999,119410.5297,102007.45927200001,171317.35611199998,112794.083905,144207.368228,136343.877353
elderly,unhealthy_offers,drive,600s,8256.090436,15820.330199000002,19146.043056,7721.038183000001,18662.041942,20942.416323999994,15015.651583,29294.073216,20206.966228999998,24006.768533,17468.335027999998
total,unhealthy_offers,drive,900s,215901.92354399996,411595.51389599993,547653.1932270001,206269.223613,309738.5818909999,330772.40487499995,308617.769766,531430.374964,314904.803056,434986.82745399995,422976.62212400005
men,unhealthy_offers,drive,900s,105647.95895199999,193990.16978099995,264473.310765,96946.53074100001,147458.252699,154751.531116,143885.46539300002,259091.662474,147670.976983,210179.62730700005,198027.962336
women,unhealthy_offers,drive,900s,110253.964592,217605.34411500004,283179.88248300005,109322.69287199997,162280.32923,176020.873759,164732.30437300002,272338.71724500007,167233.82608,224807.20017100003,224948.659788
youth,unhealthy_offers,drive,900s,59528.89058400001,116801.86913399998,154100.14411199998,60570.32715,90607.803698,96252.735439,86045.79162599998,162638.80262099995,92907.407719,125231.25723999999,121151.815867
children_u5,unhealthy_offers,drive,900s,17409.5704,33392.135319999994,48140.35951300001,16227.173842999997,19084.526501,18628.870387,23106.074112999995,34213.04391,16997.541009,30349.93558,32615.482149999996
women_rep,unhealthy_offers,drive,900s,70266.28552000002,144488.91441300002,181862.28435600005,74701.299017,106851.72328199999,119410.5297,109658.568326,177042.493402,112794.083905,147915.238488,151797.78121500002
elderly,unhealthy_offers,drive,900s,10009.749155999998,17022.478828000003,21274.699325999998,8295.827279000001,18662.041942,20942.416323999994,16137.667835000002,29898.16584,20206.966228999998,24634.337897,19376.831393999997
total,shop_kiosk,drive,300s,20987.324118,36967.628106000004,,631.413847,20669.818713,41318.760098,27109.466556000003,,91333.34525800003,3509.510993,
men,shop_kiosk,drive,300s,10271.249931999999,17423.716575,,296.86579100000006,9783.772126,19330.678678,12638.150827000001,,42826.854851,1684.558597,
women,shop_kiosk,drive,300s,10716.074186000002,19543.911531,,334.548056,10886.046587,21988.08142,14471.315729,,48506.490407,1824.952396,
youth,shop_kiosk,drive,300s,5785.495152,10492.243100999998,,184.438119,5997.371542999999,12016.516085999998,7555.689708000001,,26969.709538999996,1017.6810820000001,
children_u5,shop_kiosk,drive,300s,1692.3475040000003,2993.5190230000003,,49.914168999999994,1363.468854,2345.54526,2026.9662919999998,,4892.5873520000005,227.89333299999998,
women_rep,shop_kiosk,drive,300s,6827.85708,12979.339657,,227.60219899999998,7217.766984,14912.840396000001,9634.029188,,32728.816353000002,1209.4934920000003,
elderly,shop_kiosk,drive,300s,973.4720000000002,1533.172648,,25.504053000000003,1148.392966,2601.9441739999997,1421.209422,,5881.634865999999,208.88974000000002,
total,shop_kiosk,drive,600s,98453.69688900001,134218.521866,,29366.476561,175556.362323,227612.46020499998,86118.437212,54096.163034,296122.868783,66020.05812,5777.009979
men,shop_kiosk,drive,600s,48181.808855,63285.89426799999,,13802.823136000003,83378.27543,106489.413696,40152.511984000004,26361.461721000003,138869.37605700002,31844.151073999998,2696.205053
women,shop_kiosk,drive,600s,50271.888034,70932.627598,,15563.653425000002,92178.086893,121123.046509,45965.925228,27734.701906000002,157253.49273300002,34175.907046,3080.8049260000007
youth,shop_kiosk,drive,600s,27141.467124,38077.47353999999,,8621.245355999998,51175.251102999995,66231.837793,24016.982966,16952.178262,87387.371823,19063.807852,1621.1101589999998
children_u5,shop_kiosk,drive,600s,7938.922140999999,10876.062151999999,,2310.7330779999993,11114.477775,12836.146351,6458.5754799999995,2967.632807,15957.721286,4453.752304,438.18241499999993
women_rep,shop_kiosk,drive,600s,32032.929927,47082.72283200001,,10632.514534,60852.975225999995,82167.271724,30606.889485999996,18163.125548000004,106068.070959,22559.789532000003,2058.005409
elderly,shop_kiosk,drive,600s,4566.1620490000005,5567.299188,,1181.3982300000002,10262.64794,14395.410382999999,4488.2421699999995,3436.1547009999995,19016.796030999998,3857.2298720000003,290.62331500000005
total,shop_kiosk,drive,900s,129612.345792,216271.12396499998,25979.404856,107497.67768400004,286971.70344599994,330772.40487499995,178030.158614,217104.55122899998,314904.803056,225811.61525399997,37351.615919
men,shop_kiosk,drive,900s,63417.082292,101940.243588,12413.278887999999,50524.346847,136525.930715,154751.531116,83014.09576899999,106036.321564,147670.976983,109041.06136800001,17476.071183
women,shop_kiosk,drive,900s,66195.26350000002,114330.88037700001,13566.125968,56973.33083700001,150445.772731,176020.873759,95016.06284500001,111068.23221300001,167233.82608,116770.55390900001,19875.544736000003
youth,shop_kiosk,drive,900s,35742.95554799999,61373.13340199999,7593.838897,31564.468628999995,83904.61730499998,96252.735439,49701.978041999995,68312.799363,92907.407719,65185.02015799999,10654.996659
children_u5,shop_kiosk,drive,900s,10450.238772,17527.663666,1612.4903349999997,8457.262999,17637.440447,18628.870387,13265.967920999998,11917.165616,16997.541009,15345.625689,2870.527475
women_rep,shop_kiosk,drive,900s,42195.404924,75917.36536200001,8884.557879,38928.439069000015,99125.38764399999,119410.5297,63274.99714199999,72625.957676,112794.083905,77005.510062,13385.224909
elderly,shop_kiosk,drive,900s,6007.082436000001,8958.694990000002,1570.0664630000003,4323.660067,17321.63521,20942.416323999994,9335.631642999999,13771.088877,20206.966228999998,13141.414370999999,1744.853875
total,shop_alcohol,drive,300s,1350.471285,28693.920380000003,12703.125324,57872.526073999994,1278.385444,17304.608842,27159.003134000002,23670.402662,73348.34353900001,20666.571468000002,20722.423614
men,shop_alcohol,drive,300s,660.9240900000001,13551.119880999999,6158.422387,27199.625472000003,618.5003509999999,8098.557924000001,12663.435468,11520.765074,34385.249277999996,9984.160905,9711.912823
women,shop_alcohol,drive,300s,689.547195,15142.800498999999,6544.702958,30672.900601999998,659.885093,9206.050917999999,14495.567665999999,12149.63774,38963.094261,10682.410562999998,11010.510791
youth,shop_alcohol,drive,300s,372.27923999999996,8131.125543,3609.423335,16995.178997999996,357.898181,5038.114866,7573.31943,7059.257726,21636.858432,5849.8055939999995,5976.265734
children_u5,shop_alcohol,drive,300s,108.89748,2325.3553770000003,1114.433559,4552.604347999998,116.538,1005.318686,2049.669446,1728.044374,3958.608481,1709.875878,1606.5522299999996
women_rep,shop_alcohol,drive,300s,439.3521,10035.348779,4196.417659,20960.319108000003,422.40471399999996,6248.336874,9653.33473,7856.568698,26281.752302,6919.106482,7455.6092340000005
elderly,shop_alcohol,drive,300s,62.64,1195.278757,490.775424,2327.3384760000004,46.274,1064.4846039999998,1403.2917459999999,1176.67987,4705.570785999999,910.08653,917.8338799999999
total,shop_alcohol,drive,600s,9777.25179,113536.583909,40722.582088,127115.659302,12676.803743,109665.45764800001,111436.508807,199962.255964,249685.89530700003,128977.42400700001,116532.809162
men,shop_alcohol,drive,600s,4774.929,53528.56534,19618.703456,59743.64093100001,6108.843371,51308.72567299999,51971.860414999996,97405.66639299999,117080.907637,62335.291891,54575.35791900001
women,shop_alcohol,drive,600s,5002.322790000001,60008.01856900001,21103.878653000003,67372.018371,6567.960404,58356.731974999995,59464.648392,102556.591062,132604.98767,66642.132116,61957.45124300001
youth,shop_alcohol,drive,600s,2703.867597,32216.198891999997,11669.249605999998,37326.77546399999,3727.288925,31910.386434000004,31165.728998999995,60256.459554,73632.40259900001,36943.736150000004,33449.468514
children_u5,shop_alcohol,drive,600s,787.5749720000001,9202.612554,3161.4484709999997,10000.365638999996,859.7890509999999,6215.668220999999,8247.41139,13933.397977999999,13510.564108000002,9469.093453,9000.370562
women_rep,shop_alcohol,drive,600s,3199.263272,39839.24525000001,13642.370664999999,46035.84336900002,4272.134801,39589.987811000006,39620.34204899999,66451.283638,89432.67832700002,43657.28204400001,41854.69461400001
elderly,shop_alcohol,drive,600s,450.36669200000006,4704.292762000001,1930.278848,5112.255483,698.3793790000001,6906.241397,5868.903761999999,10444.55564,16004.025737,6863.809654,5283.680811999999
total,shop_alcohol,drive,900s,19571.014738,224819.44541500002,116810.829893,166264.555599,121116.51849300001,230825.54179899997,169935.56814600003,507805.87360099994,314904.803056,328988.11842099996,258915.27741799998
men,shop_alcohol,drive,900s,9562.825371,105962.258651,56215.080008,78143.90385499998,57828.492645,107992.74938699999,79240.92920299999,247609.67099199997,147670.976983,158941.97586400004,121300.499321
women,shop_alcohol,drive,900s,10008.189367,118857.186764,60595.749906000005,88120.65174400002,63288.025886,122832.792412,90694.638943,260196.20724000005,167233.82608,170046.142577,137614.77809700003
youth,shop_alcohol,drive,900s,5408.050959,63801.69013199999,33453.664706999996,48822.818483999996,35684.434118,67169.109757,47449.17408599999,155663.048349,92907.407719,94675.726794,74492.896002
children_u5,shop_alcohol,drive,900s,1576.900007,18221.900745,8961.302747,13080.141080999996,6989.747169,13019.576238,12656.020092999997,32433.666232999996,16997.541009,23080.659554,20034.767713999998
women_rep,shop_alcohol,drive,900s,6394.915021000001,78927.91308700001,39206.13793699999,60213.599507000006,41561.823434,83329.44518899999,60399.869785999996,169201.23430699998,112794.083905,111834.10624000001,93073.009702
