pop_cat,offer_cat,mode,time,Akaki Kality,Nifas Silk Lafto,Kolfe Keraniyo,Bole,Lideta,Kirkos,Yeka,Addis Ketema,Arada,Gulele,Lemi Kura
women,shop_supermarket,walk,600s,3703.1238250000006,34760.286432,32525.687992,51480.22389999999,62957.181568,84994.60771299999,32702.105132,90127.31496199999,81761.337431,29028.307178,44825.697853000005
youth,shop_supermarket,walk,600s,1999.2774,18656.482485,18037.334686000002,28524.57963,35081.098684000004,46481.0284,17188.471052999997,54862.40512399999,45463.673276,16139.682130999998,24165.072705000002
children_u5,shop_supermarket,walk,600s,584.8198,5329.777166,4459.110086,7640.771629999998,7369.197688,8984.003230999999,4490.960624,10375.667253999998,8271.225991000001,3931.848818,6503.848032999998
women_rep,shop_supermarket,walk,600s,2359.4835,23084.833814,21200.613952,35179.56613,41526.685702,57661.175884,21803.525921,58760.94143,55150.739,19099.672003,30262.070855
elderly,shop_supermarket,walk,600s,336.40000000000003,2720.07963,3263.8444390000004,3906.0486300000007,7239.842066,10121.547322999999,3248.9804669999994,10634.746901999999,9905.292562999999,3129.643167,3846.0861830000003
total,shop_supermarket,walk,900s,16425.732222000002,139420.93218899998,110196.74607000002,142049.124735,234370.702197,277969.666249,105272.66034100001,314891.679877,277836.37276,132934.16167799997,163389.55541399997
men,shop_supermarket,walk,900s,8038.795228,65706.027405,52882.353867,66761.86786500001,111536.291783,130047.62915,49098.625017,153725.84842200004,130287.35225399998,64180.231696,76505.293523
women,shop_supermarket,walk,900s,8386.936994000002,73714.90478400001,57314.39222400001,75287.25686999998,122834.41042100001,147922.037099,56174.035324000004,161165.834726,147549.020506,68753.930005,86884.26189100002
youth,shop_supermarket,walk,900s,4528.018608,39565.579776,31697.337018,41715.773379,68569.675457,80890.56450099999,29452.449545999996,97671.529793,81993.711622,38300.418262,46842.222654
children_u5,shop_supermarket,walk,900s,1324.5160160000003,11302.146150999999,8126.901229999999,11174.246978999998,14316.989723,15647.424966999999,7783.7815709999995,18966.351402,14955.802193999998,9310.008246000001,12607.05315
women_rep,shop_supermarket,walk,900s,5343.82332,48952.00793700001,37247.94485,51448.358829000004,80916.224612,100350.637556,37432.775716,105007.388507,99530.435018,45219.134766,58658.13215399999
elderly,shop_supermarket,walk,900s,761.888,5771.18173,5564.208934999999,5712.401079,14232.892997,17605.272494999997,5545.607586000001,18690.08699,17852.014818,7443.392908,7452.227800000001
total,amenity_cafe,walk,300s,3717.6586650000004,21735.717819999998,24331.959372,38593.69828,21313.070805000003,82989.46514799999,14279.636322000002,51420.252934000004,50312.22604100001,31281.664850999998,15256.710868999999
men,amenity_cafe,walk,300s,1817.172135,10242.389626,11730.163251,18138.70652,10112.371109,38825.787221000006,6661.961594000001,25128.047523,23588.714882,15124.675628,7138.265823000001
women,amenity_cafe,walk,300s,1900.4865300000004,11493.328194000002,12601.796120999998,20454.99176,11200.699696000001,44163.677927,7617.674728000001,26292.205998999998,26723.511159,16156.989229,8118.445045999999
youth,amenity_cafe,walk,300s,1026.928557,6168.6500909999995,6852.865376999999,11333.867591999999,6236.17624,24146.58709,4003.6916499999998,16103.533872999997,14858.221022999998,9011.903400999998,4351.989057
children_u5,amenity_cafe,walk,300s,299.54999699999996,1762.22317,2120.073544,3035.960392,1275.350141,4666.672839,1054.985628,2942.8384379999998,2693.771979,2185.609026,1172.4641929999998
women_rep,amenity_cafe,walk,300s,1213.7648669999999,7633.146082,8113.348090000001,13978.139192,7416.17159,29957.207976,5080.709704000001,17157.594440000004,18030.860206999998,10625.381415000002,5467.276207000001
elderly,amenity_cafe,walk,300s,171.72101700000002,899.2638900000001,955.7671119999999,1552.0171920000003,1310.16205,5263.169633999999,748.306567,3167.578994,3239.9174379999995,1769.9946499999999,712.8382930000001
total,amenity_cafe,walk,600s,19716.674224,112971.155043,103304.784654,96129.179877,134177.585855,275699.103315,74241.241166,234319.570671,163866.570044,159610.13419599997,75859.010569
men,amenity_cafe,walk,600s,9645.122700999998,53239.138828999996,49761.289729000004,45180.276773,63784.885018999994,128982.49353400001,34627.593432,114436.035532,76829.698516,77156.808602,35499.121638
women,amenity_cafe,walk,600s,10071.551523000002,59732.016214,53543.49493,50948.903104000005,70392.700836,146716.609781,39613.647734,119883.53774200001,87036.87153100001,82453.325618,40359.88893100001
youth,amenity_cafe,walk,600s,5439.178796999999,32059.742157,29261.006493999994,28230.036050999995,39220.23220500001,80222.27677899999,20781.227237,73216.35573999998,48378.61546,45983.062421999995,21664.440165
children_u5,amenity_cafe,walk,600s,1589.452973,9157.995275000001,8631.077596,7562.0092989999985,8226.778471,15498.882693,5478.912954,13502.560720000001,8795.057891,11125.627301,5835.214021
women_rep,amenity_cafe,walk,600s,6422.576711,39667.099425,34540.672307999994,34816.010373,46443.267313000004,99526.888962,26401.315866999998,78242.2998,58721.13374000001,54239.782482,27195.901715000004
elderly,amenity_cafe,walk,600s,913.1779210000002,4676.087822000001,4374.143685,3865.887703000001,8103.930295999999,17485.540538,3915.439944,14372.382345,10540.940175,9051.820905999999,3524.571071
total,amenity_cafe,walk,900s,49318.010885,197783.264855,213152.64848200002,134422.47656799998,239316.927176,327292.0266829999,145364.07433200002,374674.981651,243566.98207400003,296068.801328,148320.962444
men,amenity_cafe,walk,900s,24128.577565000003,93205.193255,102748.18351999999,63177.991307000004,113870.163184,153122.19471699998,67787.31221,182908.957147,114200.77135899999,143059.501511,69449.078843
women,amenity_cafe,walk,900s,25189.43332,104578.07160000001,110404.46498300001,71244.485261,125446.763992,174169.831966,77576.762122,191766.02852199998,129366.210722,153009.299841,78871.88360100001
youth,amenity_cafe,walk,900s,13602.525963,56129.37580799999,60392.613026000006,39475.504155,70007.451631,95239.49646099999,40610.68624799999,116671.70455299999,71871.180662,85283.213525,42520.137756
children_u5,amenity_cafe,walk,900s,3976.048523,16034.122941000003,17814.381484999998,10574.358427,14613.185886,18422.831687999995,10804.495999,21975.667255,13127.258088000002,20563.245121,11443.923451999997
women_rep,amenity_cafe,walk,900s,16059.524652999999,69450.604691,71159.273847,48684.979313,82650.97832899999,118154.39743499999,51672.291247999994,125088.645315,87264.20994600002,100704.86280100001,53247.449356000005
elderly,amenity_cafe,walk,900s,2285.0835030000003,8185.142992000001,9036.89719,5405.886183000001,14536.133529000002,20732.185277999994,7634.123470999999,22694.816701000003,15637.973666,16857.284999,6766.541402000001
total,shop_seafood,walk,300s,750.261825,,,,3893.4639480000005,,,701.521105,,,
men,shop_seafood,walk,300s,367.18005000000005,,,,1858.241946,,,339.618165,,,
women,shop_seafood,walk,300s,383.081775,,,,2035.2220020000002,,,361.90294500000005,,,
youth,shop_seafood,walk,300s,206.8218,,,,1147.233582,,,215.223465,,,
children_u5,shop_seafood,walk,300s,60.4986,,,,220.235796,,,38.987379999999995,,,
women_rep,shop_seafood,walk,300s,244.0845,,,,1336.3352639999998,,,236.96824,,,
elderly,shop_seafood,walk,300s,34.800000000000004,,,,253.85989200000006,,,44.992565,,,
total,shop_seafood,walk,600s,3491.721755,,,,22062.962371999998,,,14735.09029,,,
men,shop_seafood,walk,600s,1707.100145,,,,10530.037694,,,7184.381208000001,,,
women,shop_seafood,walk,600s,1784.6216100000004,,,,11532.924678,,,7550.70924,,,
youth,shop_seafood,walk,600s,964.1796509999999,,,,6500.990298,,,4610.888292,,,
children_u5,shop_seafood,walk,600s,281.382211,,,,1248.002844,,,811.551052,,,
women_rep,shop_seafood,walk,600s,1139.3069409999998,,,,7572.566496,,,4937.01088,,,
elderly,shop_seafood,walk,600s,161.400791,,,,1438.5393880000001,,,937.1234420000001,,,
total,shop_seafood,walk,900s,7621.240276,,,90.534815,53859.58461399999,,,45831.51773000001,,,
men,shop_seafood,walk,900s,3724.8333239999997,,,42.550585,25705.680253,,,22348.512663999998,,,
women,shop_seafood,walk,900s,3896.4069520000007,,,47.98423,28153.904361,,,23483.005559999998,,,
youth,shop_seafood,walk,900s,2105.575524,,,26.587491,15870.064551,,,14345.912196000001,,,
children_u5,shop_seafood,walk,900s,614.0411879999999,,,7.121890999999998,3046.5951780000005,,,2523.864556,,,
women_rep,shop_seafood,walk,900s,2488.96982,,,32.790541000000005,18485.971152,,,15353.95552,,,
elderly,shop_seafood,walk,900s,351.9062600000001,,,3.640791000000001,3511.7285060000004,,,2914.413346,,,
total,amenity_fast_food,multimodal,300s,920.3211720000002,5680.612529,4189.555798,20396.200465,5536.086087000001,20731.404889999998,2857.26426,6667.612126,14530.028175000003,,3645.6299930000005
men,amenity_fast_food,multimodal,300s,450.407528,2675.832572,2022.9943439999997,9586.038935,2628.188169,9698.76447,1332.8867,3261.0130640000007,6812.592975,,1710.6773460000004
women,amenity_fast_food,multimodal,300s,469.9136440000001,3004.779957,2166.561454,10810.161530000001,2907.897918000001,11032.64042,1524.37756,3406.599144,7717.4352,,1934.952647
youth,amenity_fast_food,multimodal,300s,253.701408,1612.6228469999999,1180.996318,5989.781901,1607.481663,6030.868218,799.5027,2104.314012,4292.48655,,1059.715077
children_u5,amenity_fast_food,multimodal,300s,74.21161600000002,460.579922,362.862136,1604.4603009999996,366.849239,1169.453168,215.32168599999997,365.76673999999997,776.099025,,284.431589
women_rep,amenity_fast_food,multimodal,300s,299.41031999999996,1996.3495820000003,1391.952,7387.240451,1918.841869,7483.509148,1016.834494,2225.983808,5207.496300000001,,1315.4350270000002
elderly,amenity_fast_food,multimodal,300s,42.688,234.74408999999997,167.517288,820.2182010000001,308.568794,1311.831373,146.38318499999997,422.47638199999994,936.7186499999999,,155.033239
total,amenity_fast_food,multimodal,600s,7992.789309000001,26582.569609,27564.578962999996,77640.07063500001,32750.632705999997,131443.23996699997,17791.080373000004,41143.394688,98837.66047000002,4176.426859,19461.334101
men,amenity_fast_food,multimodal,600s,3911.6914659999998,12521.626011999999,13253.782521000001,36490.165965,15518.522857999998,61495.236046000005,8299.828801,20091.789698,46344.612752,1977.7114609999999,9132.306816999999
women,amenity_fast_food,multimodal,600s,4081.097843000001,14060.943597,14310.796442,41149.90467,17232.109848000004,69948.003921,9491.251572000001,21051.605476999997,52493.04772,2198.715398,10329.027284
youth,amenity_fast_food,multimodal,600s,2203.341576,7546.309286999999,7891.960079,22800.672638999997,9474.403908,38248.842788999995,4982.901393,12953.742083,29202.077835999993,1224.2549660000002,5658.074433
children_u5,amenity_fast_food,multimodal,600s,644.511752,2155.295362,2100.589887,6107.530238999999,2239.4256279999995,7406.723284,1331.0602929999998,2254.969063,5279.495852,243.29650400000003,1518.594177
women_rep,amenity_fast_food,multimodal,600s,2600.31354,9341.968222000001,9267.464376999998,28120.231089,11397.003856000001,47452.749444,6333.602435000001,13772.741476000001,35418.978272,1472.6627960000003,7022.610783000001
elderly,amenity_fast_food,multimodal,600s,370.73600000000005,1098.4908900000003,1342.0095910000002,3122.2383390000005,1755.3926960000001,8318.639198,918.151075,2608.697361,6371.664734,260.564645,826.807577
total,amenity_fast_food,multimodal,900s,21367.456776,64767.979322,59328.507102,117048.58225,90109.243955,253359.97251499994,40267.050229,95909.84617699998,208362.93296200002,22433.909437999995,45457.384681
men,amenity_fast_food,multimodal,900s,10457.287824000003,30508.331519,28503.303515999996,55011.82775,42714.080176999996,118534.780471,18779.783037999998,46829.57533200001,97707.542326,10762.962683000002,21317.304151999997
women,amenity_fast_food,multimodal,900s,10910.168952000002,34259.647803,30825.203586000003,62036.754499999995,47395.16377800001,134825.192044,21487.267191000003,49080.271972999995,110655.39064299999,11670.946764,24140.080529
youth,amenity_fast_food,multimodal,900s,5890.284863999999,18387.334848,17038.696584,34373.82765,26123.419154999996,73725.27654099998,11251.151361,30184.238153,61561.886854000004,6529.920132000001,13161.249092999999
children_u5,amenity_fast_food,multimodal,900s,1723.000128,5248.2496790000005,4397.67053,9207.587649999998,6032.125808000001,14279.619174,3025.663017,5257.717175,11136.251656,1437.0569349999998,3535.293157
women_rep,amenity_fast_food,multimodal,900s,6951.52656,22762.732205000004,19992.609938,42393.48515,31342.364165000003,91463.549097,14322.778591,32110.722668000002,74659.259782,7738.307404000001,16378.329442999999
elderly,amenity_fast_food,multimodal,900s,991.1040000000002,2679.2012160000004,2992.0134260000004,4707.022650000002,4949.12946,16031.561961,2080.607447,6082.278316,13429.25927,1343.395925,1973.5703070000002
total,amenity_ice_cream,multimodal,300s,,,,4552.607840000001,159.201628,6510.660022,,,2970.5835380000008,,1668.789978
men,amenity_ice_cream,multimodal,300s,,,,2139.68656,74.858845,3045.8849739999996,,,1392.796786,,777.8803109999999
women,amenity_ice_cream,multimodal,300s,,,,2412.92128,84.342783,3464.7750479999995,,,1577.786752,,890.9096670000001
youth,amenity_ice_cream,multimodal,300s,,,,1336.970976,45.487938,1894.628718,,,877.575028,,464.440626
children_u5,amenity_ice_cream,multimodal,300s,,,,358.129376,11.877665,365.094234,,,158.669134,,125.74753799999999
women_rep,amenity_ice_cream,multimodal,300s,,,,1648.8957760000003,56.343666999999996,2350.4814699999997,,,1064.6436879999999,,592.7395260000001
elderly,amenity_ice_cream,multimodal,300s,,,,183.07977600000004,7.494412,413.7106759999999,,,191.50692399999997,,86.923788
total,amenity_ice_cream,multimodal,600s,,1061.954271,,21469.6847,5508.273104,35474.51617,3981.2486010000002,,22705.206941000004,,12114.584780000001
men,amenity_ice_cream,multimodal,600s,,500.229828,,10090.5673,2596.9734289999997,16596.387318,1865.814262,,10645.527347,,5648.62029
women,amenity_ice_cream,multimodal,600s,,561.7244430000001,,11379.117400000001,2911.299675,18878.128851999998,2115.434339,,12059.679594,,6465.96449
youth,amenity_ice_cream,multimodal,600s,,301.469553,,6305.03358,1593.3339899999999,10322.887193999999,1170.4996130000002,,6706.955814,,3377.965596
children_u5,amenity_ice_cream,multimodal,600s,,86.10247800000002,,1688.9055799999996,361.41600900000003,1992.13681,220.78602099999998,,1213.605227,,914.2353559999999
women_rep,amenity_ice_cream,multimodal,600s,,373.204818,,7776.042580000001,1943.524859,12806.439966,1425.9637230000003,,8137.3204240000005,,4305.889396
elderly,amenity_ice_cream,multimodal,600s,,43.88391,,863.3875800000001,306.293476,2251.4728079999995,251.68431099999998,,1463.279342,,626.1092560000001
total,amenity_ice_cream,multimodal,900s,,5216.126727999999,,39046.372355,16988.063304000003,71769.285345,13111.987060999998,,43438.545146000004,,25320.159675000003
men,amenity_ice_cream,multimodal,900s,,2456.9056449999994,,18351.459445,8028.8638470000005,33578.411114999995,6131.188366999999,,20362.383467000003,,11815.915304999999
women,amenity_ice_cream,multimodal,900s,,2759.221083,,20694.91291,8959.199457,38190.87423,6980.798693999999,,23076.161678999997,,13504.24437
youth,amenity_ice_cream,multimodal,900s,,1481.0572379999999,,11466.805047,4912.722747,20886.439161,3765.747498,,12805.448298,,7099.896591
children_u5,amenity_ice_cream,multimodal,900s,,421.889465,,3071.5698469999993,1141.886102,4049.810741,849.302363,,2355.131234,,1919.375631
women_rep,amenity_ice_cream,multimodal,900s,,1833.5094669999999,,14142.091897000002,5953.473583999999,25909.650471,4681.0053880000005,,15563.076477999999,,9017.656641
elderly,amenity_ice_cream,multimodal,900s,,216.46541200000001,,1570.2211470000002,924.006674,4535.007566,756.5946980000001,,2780.6770039999997,,1277.871531
total,shop_deli,multimodal,300s,,,,,,,,,4585.031113000001,,
men,shop_deli,multimodal,300s,,,,,,,,,2149.751561,,
women,shop_deli,multimodal,300s,,,,,,,,,2435.279552,,
youth,shop_deli,multimodal,300s,,,,,,,,,1354.5179779999999,,
children_u5,shop_deli,multimodal,300s,,,,,,,,,244.902359,,
women_rep,shop_deli,multimodal,300s,,,,,,,,,1643.254388,,
elderly,shop_deli,multimodal,300s,,,,,,,,,295.586774,,
total,shop_deli,multimodal,600s,,,,,,,,,21633.597505,,
men,shop_deli,multimodal,600s,,,,,,,,,10143.193985000002,,
women,shop_deli,multimodal,600s,,,,,,,,,11490.40352,,
youth,shop_deli,multimodal,600s,,,,,,,,,6391.035529999998,,
children_u5,shop_deli,multimodal,600s,,,,,,,,,1155.5252150000001,,
women_rep,shop_deli,multimodal,600s,,,,,,,,,7753.383379999999,,
elderly,shop_deli,multimodal,600s,,,,,,,,,1394.6699899999999,,
