,index,pop_cat,offer_cat,mode,time,Akaki Kality,Nifas Silk Lafto,Kolfe Keraniyo,Bole,Lideta,Kirkos,Yeka,Addis Ketema,Arada,Gulele,Lemi Kura
1338,1338,men,amenity_restaurant,multimodal,900,13.649763815882194,48.163564976351,21.786036720156655,55.75804946908224,84.67029213675654,98.58256866721678,35.16103232365932,51.023380946725496,93.4961616627581,44.7031102182151,31.860282164914267
1345,1345,men,shop_wine,multimodal,300,,,,,,0.29897350201542805,,,,,
1352,1352,men,shop_wine,multimodal,600,,,,0.23583316937744928,,3.026211121290681,,,,,
1359,1359,men,shop_wine,multimodal,900,,,,1.128630167734936,,7.155279228029012,,,,,
1366,1366,men,healthy_offers,multimodal,300,0.5388806409320878,1.542231521546308,0.5975460462626346,6.109202101968211,1.37864469488169,4.801393959992799,2.944641827950587,1.8464870525785924,2.1529010777561206,1.0622900936341928,1.5148387107212635
1373,1373,men,healthy_offers,multimodal,600,2.568632714216676,9.164085573913926,3.407525238497682,28.88956324873754,10.488677149573258,23.72664775605812,19.138060289374376,11.020170982325542,12.254677958881045,7.948838429147044,6.745123634677965
1380,1380,men,healthy_offers,multimodal,900,6.605255978475387,20.157482126755173,8.288877074487377,47.16663387548986,28.67057834280624,53.49014631264063,38.1470546068392,20.427284888640322,32.76430773365164,18.912823353853103,15.205971315476695
1387,1387,men,amenity_pub,multimodal,300,0.2566098290152799,0.6584363702047032,,1.370078412573753,,1.731554865839354,0.8554542445858049,,0.7381375123735272,,0.53256333600859
1394,1394,men,amenity_pub,multimodal,600,0.6561879913390728,4.173816729774101,,7.170451364166731,,11.91791518700724,4.779302729954684,,9.780322038949233,,3.8537911336887913
1401,1401,men,amenity_pub,multimodal,900,1.3417028202798922,12.362641648185548,,16.80374485322932,0.39948464275000517,31.485379984044858,11.228462176071233,0.06222423642539207,23.731174423688078,,9.472158859309816
1408,1408,men,amenity_drinking_water,multimodal,300,,0.38454591744592986,,0.050535679152310574,,,,,,,
1415,1415,men,amenity_drinking_water,multimodal,600,,3.1796286704011765,,0.38182513137301316,,,,,,,
1422,1422,men,amenity_drinking_water,multimodal,900,,6.514489688424541,0.17662220592186414,1.5160703745693167,,,,,,,
1429,1429,men,amenity_bar,multimodal,300,0.7698294870458396,1.8723306415707297,0.6348501233614763,10.797790112210357,3.300211847710984,12.493565006156523,4.3196538815333945,3.5002328001285674,6.35288099711021,1.3339843487223189,1.4709957487118177
1436,1436,men,amenity_bar,multimodal,600,4.567654956471983,9.33551170830949,4.627516987754021,29.74305471886545,17.404027203812127,54.957004308571186,20.965152073927868,15.757148182590667,40.34713842304911,11.387856021314755,6.633969251767128
1443,1443,men,amenity_bar,multimodal,900,11.048886066457909,24.52242772262604,8.305103400496117,42.894824519561034,30.227289561733883,85.28419543847377,38.89842055074667,33.976732547366325,73.65654189280647,26.734103722810232,13.45659034732288
1450,1450,men,shop_bakery,multimodal,300,1.3600320937809833,10.90735212858493,4.893932807923069,6.339420195884293,8.787344075919508,10.291031916228604,5.401939655861969,13.214952531342231,9.132247315972238,5.591750806432491,1.5122572236466152
1457,1457,men,shop_bakery,multimodal,600,6.937583859782513,37.21579777463671,23.369743560088025,27.66891587097609,44.51068786768901,58.043249697264606,22.68169195737081,53.38138518515312,43.846922055952795,26.422232285286935,10.299557389607953
1464,1464,men,shop_bakery,multimodal,900,17.27504843787089,58.872465121467286,41.512260432798485,47.61927898521602,83.69066520332973,93.42758076792404,40.749477480039886,74.82062885553327,72.28783823803707,51.95240403437889,23.39038229470253
1471,1471,men,shop_greengrocer,multimodal,300,,0.473598656222882,,2.7120814478406667,0.1184629743013255,2.5341782363758028,1.7885695208146493,,0.6766260530090665,,0.5254949774709217
1478,1478,men,shop_greengrocer,multimodal,600,,2.9225489725890665,,15.593064556218492,2.181494254896874,10.538590125337912,9.974916655556004,,5.6180466219540675,,2.981675935404972
1485,1485,men,shop_greengrocer,multimodal,900,,8.063320711076761,,31.65218037573052,6.879685713289886,25.88886406233288,20.410225885798337,1.292020025285058,18.039608737786526,,8.73372675292869
1492,1492,men,amenity_marketplace,multimodal,300,,,,1.3139276579600747,,,0.15339179558090293,1.5095956666097687,0.6766260530090665,1.0622900936341928,
1499,1499,men,amenity_marketplace,multimodal,600,,,,9.601779038939009,1.1661531447209814,0.03928009601044599,2.7237654378142793,7.059639005652113,5.966611558352677,7.910814761219958,0.046557352152957254
1506,1506,men,amenity_marketplace,multimodal,900,,,,19.736990246707958,5.268034004754404,0.6900884400293896,7.451257607218458,14.126554051699097,15.122944492722427,18.912823353853103,0.47721285956781184
1513,1513,men,amenity_food_court,multimodal,300,,0.48979006327323693,,,,,,,,,
1520,1520,men,amenity_food_court,multimodal,600,,2.493476685754661,,,,,,,,,
1527,1527,men,amenity_food_court,multimodal,900,,4.400014865933956,,,,,,,,,
1534,1534,men,shop_coffee,multimodal,300,,,,1.2240864505781892,,0.9467494230488556,,,0.9841833498313696,,0.27061460938906406
1541,1541,men,shop_coffee,multimodal,600,,,,7.922871475990021,,7.183670881851851,,,8.87815396827048,,1.2483190046011663
1548,1548,men,shop_coffee,multimodal,900,,,,19.731375171246594,,16.101367045165073,0.04010908475961716,,18.617468367643404,,3.0241963434975236
1555,1555,men,shop_pastry,multimodal,300,,0.5747949502876004,0.7336957783224755,0.6569638289800374,0.5537162105580389,,0.07669589779045147,,,0.8403044460242305,1.0167388793361534
1562,1562,men,shop_pastry,multimodal,600,,3.5256788852147882,1.9968627368776655,3.17251763567283,4.374573988861422,0.06284815361671359,1.0560435157300625,,0.4920916749156848,5.197100323780296,5.117088750961961
1569,1569,men,shop_pastry,multimodal,900,,7.1485062127317045,3.921868670723747,7.30521317523956,11.141687931523562,0.44621826551259575,3.893769810303681,0.2314781407039669,3.1390015741100106,10.412468135517639,12.657917337501942
1576,1576,men,amenity_vending_machine,multimodal,300,0.11730735040698509,,,,,,,,,,
1583,1583,men,amenity_vending_machine,multimodal,600,1.0704295724637392,,,,,,,,,,
1590,1590,men,amenity_vending_machine,multimodal,900,2.2581664953344633,,,,,,,,,,
1597,1597,men,mixed_offers,multimodal,300,2.023551794520493,8.321082611448892,4.12480888390188,25.363295858998537,16.845077470640916,35.229387791409906,9.9465454886068,10.3919025504311,26.096541987689577,5.483850463928873,7.102775293690591
1604,1604,men,mixed_offers,multimodal,600,7.15664175831085,33.598020453367376,16.07138833907012,51.141194369665754,61.04321354176091,87.57969631615961,28.82844450355579,43.3332406587614,78.1376842521218,29.58709686100333,27.33423973356823
1611,1611,men,mixed_offers,multimodal,900,15.988579114621453,56.90287693178008,27.50527396162888,64.29296417036136,85.65205840788897,99.81908917218394,38.36267220155256,68.81846762821546,96.018131496701,53.923136311896755,46.25693425955181
1618,1618,men,unhealthy_offers,multimodal,300,3.3805581111832286,14.125651099775766,8.521783744515647,23.18464657998781,15.667565287891597,33.75137955943608,11.640264654790162,19.766101663820073,25.217957081225954,11.967654652158068,5.712318663973026
1625,1625,men,unhealthy_offers,multimodal,600,15.1384952252256,46.34784090723289,31.630546285634026,50.7178782954674,64.12921136671063,93.15143910010451,36.62612472627932,59.32404101991644,79.67943260140109,51.83519454536193,24.103058833248493
1632,1632,men,unhealthy_offers,multimodal,900,31.58101087260496,67.60847977947691,51.35221298817828,66.36726396917378,91.97056746890348,99.34571446065952,57.341957062466584,77.78833290965215,97.59271488776751,80.92636103611203,45.76932050782511
1639,1639,men,shop_kiosk,multimodal,300,0.41057572642444784,0.8290597870139862,,,0.49984166264639207,0.6729206674016118,0.6613103254808368,,1.7018170424167434,,
1646,1646,men,shop_kiosk,multimodal,600,3.5595449139119544,4.716843503861372,,0.0630289002471527,3.39291035287978,4.733562108351012,3.757348797765779,,14.498117736747066,,
1653,1653,men,shop_kiosk,multimodal,900,8.398473118200089,10.266553202493272,,0.3057402152580763,12.096947668579672,12.346030189955668,8.002810478699704,,30.524643434971786,0.46870506665708256,
1660,1660,men,shop_alcohol,multimodal,300,,0.6370595635136627,0.16359616337792154,2.8524583343748624,0.08973302109451708,0.03209727725586583,1.1037077043675103,0.2234360950037769,1.0046871696195232,1.0453949963408622,0.19805394737691184
1667,1667,men,shop_alcohol,multimodal,600,0.007331709400436568,3.3695849504100597,1.4713635728249925,12.639534863539009,0.5038854261461345,1.748841733250021,3.4177841461941716,1.1907596341740836,6.743829394550869,2.8649794725901834,2.2581485772975047
1674,1674,men,shop_alcohol,multimodal,900,0.47656111102837695,6.477611069780343,2.0159625010643554,22.778185144124702,2.5950870317249803,5.121366205455645,9.463961505581556,6.173584192280704,23.23054915858598,4.88615312234922,6.442073564483451
1681,1681,men,shop_convenience,multimodal,300,0.6085318802362352,0.13357910816542828,,3.6104935216595218,1.7204833100651573,0.12457229250642836,2.475256697822441,1.8576175716380778,0.7791451519498341,0.8891211310454792,0.41151945017669905
1688,1688,men,shop_convenience,multimodal,600,2.5111104696495246,2.040117288344722,,13.869236389578566,13.915215961418447,2.538183568636686,10.007079370861192,7.309462561981178,5.720565720894836,6.066914996567804,3.302366710757021
1695,1695,men,shop_convenience,multimodal,900,5.7114016229400875,5.5900832841350425,,22.926353108764893,38.00146558320097,9.795986113789503,18.957683098162452,14.721502687570778,19.712425745209984,15.084634073900723,11.002816998837792
1702,1702,men,shop_confectionery,multimodal,300,,0.15381836697837192,,0.4660512632935308,0.4812148191179619,0.896920506046284,,,,0.01826748795704849,0.13676222194931192
1709,1709,men,shop_confectionery,multimodal,600,,1.0848242723737809,,2.5155538066927923,4.436113043026965,3.7620832336941366,,0.04074258033434453,,0.5309589603154727,0.8234831662054314
1716,1716,men,shop_confectionery,multimodal,900,,2.4610938716539508,,4.761583991239929,12.457976193098197,5.92964112330599,,0.42543065434570815,,2.4002207689418076,1.940859617876406
1723,1723,men,shop_health_food,multimodal,300,,,,,,,0.3655145914497451,,0.7996489717379875,,
1730,1730,men,shop_health_food,multimodal,600,,,,,,,1.9686280164076337,,4.996325753874693,,
1737,1737,men,shop_health_food,multimodal,900,,,,,,,3.6474926865774653,,11.24792414281389,,
1744,1744,men,shop_spices,multimodal,300,,,,,,,0.2890845378255478,,,,
1751,1751,men,shop_spices,multimodal,600,,,,,,,2.454268729294447,,0.042383461042047,,
1758,1758,men,shop_spices,multimodal,900,,,,,,0.0835936691980329,5.788136108550246,,2.0194172530891437,,
1765,1765,men,shop_supermarket,multimodal,300,0.4875586751290318,3.603259164870306,2.253251234790832,9.349100643177453,7.493122314119846,11.29056550200007,3.6076379543001664,6.399814388844701,10.46651525016951,1.5828202401364444,4.376481951428069
1772,1772,men,shop_supermarket,multimodal,600,2.657744657658256,15.792871578348795,11.11631660477668,42.16921671487248,38.692479932923355,48.28664796924529,18.868532519788303,32.224406883223104,48.90981703013631,12.6304988368209,18.894231309017442
1779,1779,men,shop_supermarket,multimodal,900,6.019333417758423,33.49660369947807,19.649298372047355,61.670373792202994,75.6392333026447,84.03640869473385,32.39698440506184,57.579817745238856,88.228137252047,29.9700371510071,36.62286200766937
1786,1786,men,amenity_cafe,multimodal,300,1.3606721713629548,5.221518934983731,4.358532871880266,16.755385176721635,6.857785796256473,25.08911345884949,4.395794501235228,9.412004627199549,15.9738327489467,7.0627213160457085,3.4170671357688325
1793,1793,men,amenity_cafe,multimodal,600,7.222128160484805,27.141046340610192,18.489616247456294,41.73467048975138,43.256232765216104,83.34812108405968,22.848493293099384,42.86335796522585,52.02762254687643,36.02966768970394,16.993326517348724
1800,1800,men,amenity_cafe,multimodal,900,18.06712935715803,47.51554072737053,38.17775812793812,58.35981622356366,77.22196696338057,98.94712744536356,44.72843171816004,68.51069305914285,77.3346081215044,66.80403703429512,33.24507251595998
1807,1807,men,shop_seafood,multimodal,300,0.2749391025163714,,,,1.2601817205803647,,,0.12720796303553772,,,
1814,1814,men,shop_seafood,multimodal,600,1.2782518597398398,,,,7.1410297499554,,,2.690994161459167,,,
1821,1821,men,shop_seafood,multimodal,900,2.7891012355481517,,,0.03930552822957488,17.432513801361708,,,8.370897277715871,,,
2,2,women,amenity_fast_food,drive,300,8.182398804732035,14.584300946125204,4.856508813300507,50.04747300625223,27.862347844954517,72.84656906632576,10.044561084922108,19.499277168549895,58.352273656238765,5.99026318487311,9.301553648653822
9,9,women,amenity_fast_food,drive,600,31.76998494830351,52.3614850070238,29.677445679919582,63.4757042556369,91.60141886224345,100.0,36.95314619978187,55.338119564748624,98.35919740382705,44.355411294657436,30.649127063258486
16,16,women,amenity_fast_food,drive,900,53.59704699282615,79.29363206360625,55.6776334169486,67.87222279380093,100.0,100.0,63.45621925795869,76.26931170145052,100.0,78.97614429659197,48.30177747981656
23,23,women,amenity_ice_cream,drive,300,,1.7442882271267266,,17.438828827787365,5.354650501530783,22.88653154463745,4.39966793299064,,14.429085929934255,,6.670671233183387
30,30,women,amenity_ice_cream,drive,600,,8.40756352436184,,31.951528889301873,32.87500880984008,92.08668087679696,21.798595413521763,,41.46011814788707,1.177718149667097,21.14699880267004
37,37,women,amenity_ice_cream,drive,900,,20.0365487265763,0.7450195771300163,46.83330080059918,77.70901008111049,100.0,34.82235798729246,,71.00363196450286,11.388059406804388,38.64063587187335
44,44,women,shop_deli,drive,300,,,,,0.9968495563669001,,,,18.87964902560818,,
51,51,women,shop_deli,drive,600,,,,,15.840579748619236,4.746188107461796,,9.02734464871061,61.801924998450055,1.8059579941857498,
58,58,women,shop_deli,drive,900,,,,,42.16022437323965,30.19326521112818,4.671177163220483,37.39766888147789,99.85916255788626,20.782730705739997,
65,65,women,shop_beverages,drive,300,,6.390247992077139,2.0419297300679777,15.753917829933512,0.29246392477262784,2.5174867828841383,10.703099951476764,10.969761719009396,30.974228040576325,,2.599941146228745
72,72,women,shop_beverages,drive,600,,22.5102235029147,8.304863647162215,44.85794713286238,21.338456326349664,19.752191480768797,33.92713764945539,56.87738956564272,83.40815977700198,3.5189709891952803,13.255768161513389
79,79,women,shop_beverages,drive,900,,37.888150662035024,28.624707900107527,63.03252042971258,72.04476061808887,55.653536371558424,56.098191399115485,88.98765834767083,100.0,36.02348881619265,25.30498161354011
86,86,women,shop_butcher,drive,300,4.006882568804711,9.641937774722381,7.856186400362196,28.216642844059177,0.12637021626284015,29.55155102582847,13.058122662573313,1.5568982116366366,,0.3409366390839497,11.434746874508232
93,93,women,shop_butcher,drive,600,11.536742400757936,37.140959848848745,34.02362234622671,60.47145571297473,7.479527750277784,85.93474126375644,44.77983236286019,8.294050168684066,8.640031308670759,4.890397632480845,35.30892500671751
100,100,women,shop_butcher,drive,900,23.857997948564556,56.38740851687073,60.82749121979562,68.90001850249179,46.782833854372754,100.0,63.58589747820914,16.16234545988663,38.77557367968102,8.250087413320916,56.230315874345884
107,107,women,amenity_restaurant,drive,300,13.355181021573975,44.27354235746736,21.250067995669,54.26764556256224,80.1659360683317,97.03728981874039,33.76779089519466,57.806995612262824,93.2029392232153,46.714998145100154,32.834831548570584
114,114,women,amenity_restaurant,drive,600,39.3639598382683,79.87507074106755,66.29659869808131,67.32126895138474,100.0,100.0,59.38745425415214,93.6892591505537,100.0,86.18516580285139,65.76649881972911
121,121,women,amenity_restaurant,drive,900,69.09798664475599,94.975350869396,86.81569539396435,80.49742092108349,100.0,100.0,83.563831504637,97.32113593761426,100.0,98.50569769678464,79.17993780163775
128,128,women,shop_wine,drive,300,,,,0.6795807691343867,,7.332485736703756,,,,,
135,135,women,shop_wine,drive,600,,,,12.344781244275886,,36.65787561840278,0.011859072157010611,,,,
142,142,women,shop_wine,drive,900,,1.8982119509191306,,24.554260205212938,0.06756504655878556,75.65594017635135,3.1610606893966384,,0.05285890245536383,,
149,149,women,healthy_offers,drive,300,5.406884500250445,19.59858595775441,8.210359566874823,48.070510768770376,27.648503371230188,48.72090311937513,37.5921982739975,23.102515133895245,34.14210795469471,17.765810725293846,15.505885105633933
156,156,women,healthy_offers,drive,600,19.955649955313273,49.261130767827595,35.14986786932815,67.58585553143391,86.56690933865195,93.85812882465181,64.56641928802492,59.29533976702862,99.56928931850459,63.24735306528788,39.14869629803316
163,163,women,healthy_offers,drive,900,37.07283561037576,79.86209841107517,69.69933606535736,80.2713346548757,99.73935176246746,100.0,78.96358776303275,91.89199680724501,100.0,91.53839084369254,60.70002021874139
170,170,women,amenity_pub,drive,300,1.1239987969009924,13.591021954954178,,16.156057957342643,0.8328117563062944,31.85381741700004,10.550062631057028,0.5322525194480037,23.833315506357756,,10.120796799819903
177,177,women,amenity_pub,drive,600,5.113091583747441,44.38161266308942,,37.73698526607606,30.202073808055463,88.22854737082534,23.637347544682974,16.323109875709495,85.94763201090784,5.086857871846346,32.4345907829103
184,184,women,amenity_pub,drive,900,9.464571542975696,75.34188873468186,0.254017557661032,61.67696507505597,68.29566333570841,100.0,34.08838826543336,47.841376407380196,100.0,35.997576873011646,55.831877814421595
191,191,women,amenity_drinking_water,drive,300,,6.641985622778954,0.3541731665126272,1.7579238077608517,,,,,,,
198,198,women,amenity_drinking_water,drive,600,,25.909981312269633,2.6996242976790588,15.07433706079912,0.09340407288992533,,,,,,
205,205,women,amenity_drinking_water,drive,900,,55.68116203376029,12.616310555414078,44.066038963871065,4.0768130637838,6.871628990184781,,,,,
212,212,women,amenity_bar,drive,300,11.771363155015488,24.258161756989242,9.359631803848838,40.899545633747096,32.29582109900678,83.64873645417387,38.3908325438665,38.052419030431054,73.57285901187342,34.067574896717865,14.306949848373481
219,219,women,amenity_bar,drive,600,40.20211235110621,78.92014591178625,36.947706509623345,65.02810106534498,76.73840534948735,99.97508368691543,81.17217718454748,93.98720594265076,100.0,82.69502910719667,44.421348160124786
226,226,women,amenity_bar,drive,900,58.54796652351209,97.61734810166742,75.42108644635717,76.59690670904327,98.4780630476171,100.0,93.03005835674423,96.90594010348595,100.0,95.94835090314466,66.98991518590196
233,233,women,shop_bakery,drive,300,17.165548120259835,59.81614268544667,42.180248505880805,49.14099892532821,75.37028051850227,85.84443993493926,41.16471935855054,76.08056480908598,68.41656494976486,53.62104583839562,23.665412472164473
240,240,women,shop_bakery,drive,600,42.531338178352975,91.71960294896128,82.76820947632866,79.75437115306927,98.12054414205849,100.0,82.4122942394087,91.80784617520123,100.0,87.57232642242846,63.008663750835645
247,247,women,shop_bakery,drive,900,51.64131807005548,98.89465125177075,96.06030650919276,87.65267629196951,100.0,100.0,91.83718385635395,96.36690800144987,100.0,97.82142963729248,80.44867972474032
254,254,women,shop_greengrocer,drive,300,,7.083166449049359,,30.83948763071833,4.64079616964923,26.08598366854332,17.509179615294883,0.1333878505623595,18.012634682884006,,8.942204674706183
261,261,women,shop_greengrocer,drive,600,,32.521304277556176,,58.640519095306885,34.05774401200973,92.79996058913324,48.583677387168,14.906305142451226,79.78649380907594,3.8768096106495453,31.031376655037562
268,268,women,shop_greengrocer,drive,900,,62.91915479037249,4.120328517778154,67.00168544490978,83.55482693027069,100.0,69.72152424011773,47.00523936318704,100.0,31.830313558328786,48.00756866437767
275,275,women,amenity_marketplace,drive,300,,,,20.797418083509374,5.673504153390605,0.8292900034109528,7.766269827783308,15.61449968081491,16.368154700296984,17.765810725293846,0.5836034529082195
282,282,women,amenity_marketplace,drive,600,,,,47.424628219593075,37.80702626813374,25.926030640821455,26.552126950780924,52.39855110407168,67.46038632521132,59.91822845363464,6.436970127014792
289,289,women,amenity_marketplace,drive,900,,1.9732966184693688,0.22847700363646337,64.21034955846523,66.52677608263193,71.07366581209426,44.03338524656398,90.14717482752594,99.40764541706643,88.2464128419036,16.684621435219942
296,296,women,amenity_food_court,drive,300,,5.3488442292592415,,,,,,,,,
303,303,women,amenity_food_court,drive,600,,18.125288058694384,,,,,,,,,
310,310,women,amenity_food_court,drive,900,,45.295489488615246,0.9498027141367955,,,,,,,,
317,317,women,shop_coffee,drive,300,,,,16.933355528431207,,15.107131480558486,0.05929536078505307,,14.896406927317967,,2.7167451292684017
324,324,women,shop_coffee,drive,600,,,,49.97446019634524,0.05405203724702845,54.02731289370022,12.617989213103215,,65.75363502919386,9.152505947829798,10.714573124302786
331,331,women,shop_coffee,drive,900,,1.539138988319176,,65.74805541105708,11.748796589497774,90.8350403014772,43.508050632619714,5.804398859690604,98.11307701440111,25.38726031097279,23.638045467810088
338,338,women,shop_pastry,drive,300,,7.415443136018493,4.694137250240373,7.228268180793022,13.140583462692302,0.4057270326801139,3.383990131674882,0.5423431207173349,3.125592252789532,11.959852287154343,15.041371348743512
345,345,women,shop_pastry,drive,600,,26.512756066272118,21.102683280525888,24.712027968523156,37.6123904213255,29.764654978779852,20.84681829165563,18.664774098478393,27.531314399262115,37.027802299390885,47.64195302372718
352,352,women,shop_pastry,drive,900,,50.62812509899794,51.102577676064776,50.126102186152075,62.70001197790892,73.56212689654336,50.59066656278131,69.81980375967048,79.95720162141973,56.973364084163656,70.18497605179994
359,359,women,amenity_vending_machine,drive,300,1.730328062649427,0.027224708915119075,,,,,,,,,
366,366,women,amenity_vending_machine,drive,600,10.73437725387108,3.6510499496819295,,0.4421522669579449,,,,,,,
373,373,women,amenity_vending_machine,drive,900,20.29011978239044,18.774927710608374,,5.282031734297395,,,,,,,
380,380,women,mixed_offers,drive,300,16.0093283041125,52.70607632798894,29.420068048437027,63.42794502089435,82.95718439737604,98.04796964892675,37.71264106059367,72.00182824701264,95.3564926306923,57.34619429800488,47.603393457928235
387,387,women,mixed_offers,drive,600,51.072227488720756,88.90337799849226,71.66640923438997,79.28821244366301,100.0,100.0,65.14514058029349,96.03040137450355,100.0,89.0441492941237,83.59253502298365
394,394,women,mixed_offers,drive,900,78.92639667857615,98.60859798258713,88.27404947527864,86.53358719689918,100.0,100.0,86.34523689911143,97.46021369349248,100.0,98.73598518135005,94.29689783490392
401,401,women,unhealthy_offers,drive,300,29.56368566091645,66.72820008569992,52.55716013343522,65.97491406465862,86.5967893716973,97.9763151278995,58.70634180483708,79.30376551995843,96.00409224997144,82.16886448670066,47.63039245337294
408,408,women,unhealthy_offers,drive,600,65.27864941127551,91.91237553253382,87.35535213512408,83.36569705846938,100.0,100.0,88.36485610274254,93.81674709344206,100.0,95.69152439006182,85.18560637558082
415,415,women,unhealthy_offers,drive,900,79.13168983855151,98.89465125177075,98.28690545945906,89.57061189653497,100.0,100.0,94.99652968659561,97.00821098688829,100.0,98.15113594645473,94.8089645012633
422,422,women,shop_kiosk,drive,300,7.691161600505292,8.882081103358686,,0.27410296341493745,6.708173836381118,12.491746547119806,8.345204539489018,,29.005190842070338,0.7967767517203872,
429,429,women,shop_kiosk,drive,600,36.081237225582065,32.23660474518828,,12.751661379719813,56.801762314861925,68.81175165329331,26.507268244158865,9.879218942399921,94.03210846696429,14.921248500999132,1.2984648369975875
436,436,women,shop_kiosk,drive,900,47.50979322555145,51.95971904171601,4.7085708517728975,46.67956826519817,92.7073376328767,100.0,54.793115831856774,39.56297735942728,100.0,50.98218608010385,8.376932839229205
443,443,women,shop_alcohol,drive,300,0.4949031535120182,6.881917263632663,2.2715547278744435,25.131017205910826,0.40663282859424354,5.230090455410714,8.35918995577969,4.327752708902866,23.298572528240275,4.663955294169049,4.64059278107503
450,450,women,shop_alcohol,drive,600,3.590276839072687,27.271720245780312,7.324796196000359,55.199453577864176,4.047292999197227,33.15330206512862,34.291605752584076,36.53109452993567,79.29316142451077,29.09604747580899,26.113166448834736
457,457,women,shop_alcohol,drive,900,7.183097131841352,54.01678015582389,21.031750878749612,72.19928900464477,38.99919736809373,69.7830829883149,52.30107108351662,92.6829972075498,100.0,74.24238211476279,58.0004105103084
464,464,women,shop_convenience,drive,300,5.667557595033927,4.149406432395049,0.02501108525087106,23.178758960476152,39.854031576024056,11.244520678325513,17.845762342309257,16.261518725866893,21.588415638310675,16.02364623753891,9.975833993329566
471,471,women,shop_convenience,drive,600,20.679619918231815,30.18281408413709,1.9251680484429958,45.89697558153892,86.73291619991373,68.87518363872525,33.169307845816306,62.76368707670251,88.84139464759173,53.103706146604864,42.49358057787565
478,478,women,shop_convenience,drive,900,44.427348427350516,49.840650723935426,21.08171264849023,66.44004844562517,99.46494014886466,100.0,58.89140743220764,87.26850275417628,100.0,81.43499549725733,61.71459902346344
485,485,women,shop_confectionery,drive,300,,2.5447531636172758,,4.936789223711784,12.690387946410997,7.928453017514031,,0.44746304575173435,,2.1771909433209244,1.9126014149764412
492,492,women,shop_confectionery,drive,600,,21.892105528785265,0.8262656976404399,21.465766112658063,45.49124337329274,37.11684456665724,,8.245725353839292,,11.818644470556084,5.879371419149635
499,499,women,shop_confectionery,drive,900,,47.93744654092211,16.405461662836657,40.1733449757114,89.34843006788495,88.95707840331856,6.570235747108049,40.57060183750889,,32.725628754576924,12.359681047234467
506,506,women,shop_health_food,drive,300,,,,,,,3.936471095632105,,11.262870487690513,,
513,513,women,shop_health_food,drive,600,,,,,,1.2018589016303145,19.69108944349282,,35.731534032723,1.0518888551417633,
520,520,women,shop_health_food,drive,900,,,,2.735172186516085,0.48162105888525253,9.625496824426314,33.81763033461793,,65.45342884616971,10.585262304386706,
527,527,women,shop_spices,drive,300,,,,,,0.22260124701827638,5.56949222302747,,0.06735703753265465,,
534,534,women,shop_spices,drive,600,,,,4.678436204040861,,6.765565322840637,17.452355492407378,,12.25431816658703,,
541,541,women,shop_spices,drive,900,,,,17.893754797207905,0.41152121712391965,17.899782499738336,26.81460306700837,,40.57671075798901,,
548,548,women,shop_supermarket,drive,300,6.825997569180578,30.533224376176715,20.382543033186998,61.297062101923125,71.63819972181112,82.99099453000575,31.81874828518607,60.700222255397826,83.40318757478971,31.93749129563664,37.43678188232125
555,555,women,shop_supermarket,drive,600,36.1408160497989,76.24849881063122,48.95077443833577,79.05063597500497,100.0,100.0,58.10009464482001,91.84460171579371,100.0,75.26974109278777,77.50325117079629
562,562,women,shop_supermarket,drive,900,60.75853394253241,91.85907399163354,76.08193351588024,86.38756157708517,100.0,100.0,80.75880483292708,96.97730481891533,100.0,92.87779971135033,88.44552178749207
569,569,women,amenity_cafe,drive,300,17.438817807908656,49.222687030308,38.06620767838847,58.2501266328126,72.99312287881536,97.64184013386777,45.868032326751226,72.06832316756409,77.07714014049903,69.90855071497188,35.52894570682273
576,576,women,amenity_cafe,drive,600,60.01801218690706,85.92650916233019,83.78308363140346,74.70918197053487,98.1567947124629,100.0,80.17417822134966,93.15226448202392,100.0,95.04276978796693,71.29137915938709
583,583,women,amenity_cafe,drive,900,76.78181634669075,97.27024655115348,97.92687739078791,84.86409384252991,100.0,100.0,93.45524134698239,96.65482748870582,100.0,96.57033119921901,80.69115246357981
590,590,women,shop_seafood,drive,300,1.400001931445735,,,0.05054732993561553,18.204027478974815,,,10.243649044214397,,,
597,597,women,shop_seafood,drive,600,8.418907554555336,4.586910449467796,0.5565503516689698,3.6603322728588017,64.4377816776506,0.34882838318407416,,42.16762668689824,3.9379262308150857,,
604,604,women,shop_seafood,drive,900,13.214837661811213,16.61312799394205,10.394114763503556,10.282330136495755,84.201339482333,20.979166082063532,,69.61435737367987,40.079005042877384,3.6574604866854785,
611,611,women,amenity_fast_food,walk,300,0.33726733424522726,1.365576140348761,0.7519765137772092,8.857015478718413,1.7918979655745186,6.267802326163545,0.8790660622595827,1.213445123968954,4.614757301736429,,0.8155232264728289
618,618,women,amenity_fast_food,walk,600,2.929093478934093,6.390247992077139,4.9670332673750455,33.715069067055566,10.618729903842459,39.73847102745877,5.473340309019712,7.498671530748137,31.389013186177294,0.9599621977076702,4.353368373140121
625,625,women,amenity_fast_food,walk,900,7.830467673345712,15.569911369895578,10.698902210356138,50.828148435257845,29.205735533619,76.59613838106308,12.391108249003546,17.48260191211595,66.16806733230247,5.095551573018393,10.17430395045941
632,632,women,amenity_ice_cream,walk,300,,,,1.9769622374818523,0.05197350991349107,1.968388733681561,,,0.9434614927994476,,0.37549111460383644
